"","TRAP","EKATTE","Name_en","distToTown","azimuth"
"198",8501,"46797","Malomirovo",900.734425501733,243.251966485148
"199",8502,"46797","Malomirovo",1433.60774171175,256.086056692932
"200",8503,"46797","Malomirovo",1719.45585701289,255.828132435468
"201",8504,"46797","Malomirovo",1879.13346828717,265.907392912221
"202",8505,"46797","Malomirovo",2662.77933699843,261.093036487841
"203",8506,"46797","Malomirovo",2775.44554465952,262.416057020632
"204",8507,"46797","Malomirovo",3672.88632201947,265.665770062401
"205",8508,"46797","Malomirovo",3749.96467069778,266.416640611226
"206",9662,"21542","Dobrich",2674.11540562568,242.603569242067
"207",9663,"21542","Dobrich",2723.319200204,241.385223878672
"208",9664,"21542","Dobrich",2728.29049534248,239.530786774948
"209",9665,"21542","Dobrich",2691.01347737391,240.635689421728
"210",9666,"21542","Dobrich",2714.25478660933,242.103561573975
"211",8522,"21542","Dobrich",1446.29278711505,226.17327370191
"212",8523,"21542","Dobrich",1793.01818443942,294.357103566661
"213",8524,"21542","Dobrich",2131.15142708456,311.46188133102
"214",9670,"21542","Dobrich",3135.6856610622,255.904664555109
"215",8294,"05520","Borisovo",2777.97223175412,313.392294017379
"216",9696,"43615","Leyarovo",1646.24819526662,72.6337485958201
"217",9697,"43615","Leyarovo",2185.51310774675,267.635304418556
"218",8295,"05520","Borisovo",2739.69877485028,306.546818562885
"219",8296,"05520","Borisovo",2697.39548752465,307.37740276389
"220",8297,"05520","Borisovo",2749.79157601191,308.227509853507
"221",8298,"05520","Borisovo",2708.96414780492,308.684462955569
"222",8713,"27382","Elhovo",4553.96240834853,342.625500141133
"223",8714,"27382","Elhovo",4588.42355679771,348.92229606727
"224",8715,"27382","Elhovo",4412.62558646477,350.198078791246
"225",8716,"27382","Elhovo",4381.79702506698,349.626648841404
"226",8717,"27382","Elhovo",4354.59765998666,354.160252985978
"227",8718,"27382","Elhovo",4341.61923511971,356.933756633834
"228",8719,"27382","Elhovo",4341.13698179685,357.587302548132
"229",8720,"27382","Elhovo",4649.77345185301,7.82948958680724
"230",8721,"27382","Elhovo",4647.90010020766,7.18556837601656
"231",8722,"27382","Elhovo",4664.13271786516,6.87036806868083
"232",8723,"27382","Elhovo",4414.17909113753,8.55532651743894
"233",8724,"27382","Elhovo",4292.6123083749,11.476245029782
"234",8725,"27382","Elhovo",4296.26420922601,7.55868364497005
"235",8726,"27382","Elhovo",4281.59902146756,8.02594158941382
"236",8727,"27382","Elhovo",4154.92036422409,2.9397857266453
"237",8728,"27382","Elhovo",4140.2576510631,2.50744911214073
"238",8729,"27382","Elhovo",3985.41801630903,358.243344215443
"239",8730,"46797","Malomirovo",2560.60151583368,87.0205293361722
"240",8731,"46797","Malomirovo",1128.68111974091,75.1382833284268
"241",8732,"46797","Malomirovo",978.228503721047,74.6458587525514
"242",8570,"66980","Slaveykovo",506.62668654588,303.563692387864
"243",8733,"66980","Slaveykovo",544.653563316352,307.844858572186
"244",8571,"66980","Slaveykovo",568.461319610083,302.768417652232
"245",8734,"66980","Slaveykovo",579.40737148977,306.363951788758
"246",8572,"66980","Slaveykovo",820.894906659846,228.561111973643
"247",8735,"46797","Malomirovo",5538.51498702046,302.317720104984
"248",8573,"66980","Slaveykovo",821.971571884926,225.57129778239
"249",8736,"46797","Malomirovo",5496.99192028559,302.354822203206
"250",8574,"66980","Slaveykovo",854.790496966958,226.291562744514
"251",8737,"46797","Malomirovo",5389.71626473523,302.019678017141
"252",8575,"66980","Slaveykovo",822.160372016872,235.260783171705
"253",8576,"66980","Slaveykovo",789.800380879841,226.448900131872
"254",8577,"66980","Slaveykovo",1000.07203545506,178.041086122608
"255",8738,"43116","Lalkovo",3414.71640948029,160.01219223353
"256",8739,"66980","Slaveykovo",1138.07624988448,335.663087021802
"257",8578,"66980","Slaveykovo",1294.67270669124,239.005463688878
"258",8740,"46797","Malomirovo",3140.15200864224,295.044255604992
"259",8579,"66980","Slaveykovo",1599.27827827799,256.72361409455
"260",8741,"46797","Malomirovo",2941.41647008546,301.893989726298
"261",8580,"43116","Lalkovo",4584.78609506612,185.408146212893
"262",9740,"46797","Malomirovo",3075.23391243526,312.613379605882
"263",9825,"81121","Chernozem",312.044335804193,262.074960504102
"264",8581,"47768","Melnitsa",5015.71353943379,199.565937922985
"265",8582,"81121","Chernozem",2409.30582865143,43.6235183153058
"266",9827,"81121","Chernozem",949.947825941149,122.819312684452
"267",8583,"81121","Chernozem",1805.63835418559,69.4640638616197
"268",8584,"81121","Chernozem",1798.14160231012,70.999445767338
"269",8585,"81121","Chernozem",1773.83616815564,71.3324347376629
"270",8586,"81121","Chernozem",1753.35625647403,71.3264953723571
"271",8587,"81121","Chernozem",1715.73765705932,73.8433681238257
"272",9828,"81121","Chernozem",706.164189729333,147.011459079907
