TRAP,Source,Type,LU_Around,LU_Top,DiameterMax,HeightMax,Condition,PrincipalSourceOfImpact,distTown,elevAster,slopeAster,aspectAster,prom250mbuff,TPI,TRI,rough,northing,easting
9371,Legacy verification,Burial Mound,Annual agriculture,Pasture,40,2,1,None,1349.5151615827633,199.00076293945312,2.718977932868983,161.585532575304,24.82,-0.13061141967773438,1.1016769409179687,3.4652252197265625,4674950.7982,476014.6505
9368,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,25,0.5,2,Agriculture,2029.7280766488518,192.02870178222656,1.7206801010060855,112.55630805566668,10.07,-0.34934425354003906,0.7359523773193359,2.00640869140625,4674060.0605,475775.2047
9372,Legacy verification,Extinct Burial Mound,Pasture,Pasture,30,0.5,5,unspecified,938.8843575480903,237.85035705566406,0.985241572040394,280.7450358888573,30.58,0.21927261352539063,0.33150482177734375,1.1522369384765625,4677417.029,477134.6673
9375,Legacy verification,Burial Mound,Annual agriculture,Scrub,30,2,5,Looting,2372.3200843106274,260.03936767578125,2.7219453587994398,226.6659669447845,82.67,0.1156768798828125,0.97266387939453125,3.505340576171875,4678909.6895,477703.0388
9374,Legacy verification,Burial Mound,Pasture,Scrub,35,3,3,Looting,1660.225708568592,247.3720703125,2.0789730468991334,57.91902402527319,66.31,-0.22685623168945313,0.74144744873046875,2.650909423828125,4678835.1137,476715.932
8047,RS:SITE,Extinct Burial Mound,Annual agriculture,Pasture,20,0.5,5,Military| Agriculture,293.2638736597603,252.16616821289062,1.2888309686817823,321.70751886913996,84.73,0.0062541961669921875,0.5094966888427734,1.7306365966796875,4681595.5893,478066.1396
8044,RS:SITE,Burial Mound,Annual agriculture,Pasture,30,1.5,3,Agriculture,320.4968710497684,250.43995666503906,1.2798301316520657,61.910781513655536,98.57,0.11981773376464844,0.44463539123535156,1.391357421875,4681668.5087,478172.56
8036,RS:SITE,Burial Mound,Annual agriculture,Annual agriculture,30,0.7,4,Agriculture,397.99837661844145,228,0.5477641296076174,187.2839911378546,64.49,-0.3121376037597656,0.4858894348144531,1.91497802734375,4681458.1743,476844.2582
8041,RS:SITE,Burial Mound,Pasture,Scrub,50,4.5,2,Looting,1273.9906617653805,205.56533813476562,3.890132889174791,304.25594176506195,41.01,0.541900634765625,1.56304931640625,5.58197021484375,4681468.5108,475945.1152
8039,RS:FNEG,Burial Mound,Scrub,Scrub,40,2,2,Looting,720.5130024725213,203.8617706298828,2.8086142825325617,275.46646270665843,85.77,-0.03257942199707031,0.8947963714599609,2.8786163330078125,4682130.8083,476318.6462
8043,RS:SITE,Burial Mound,Scrub,Scrub,50,8,2,Development,103.99286935346301,255.6942596435547,1.7703509953283503,59.15793680062032,46.76,0.9222679138183594,1.0017509460449219,2.550323486328125,4682041.2711,477177.521
6017,survey,Burial Mound,Annual agriculture,Annual agriculture,67,5,4,Agriculture,1565.5419279374491,210.4746551513672,2.503703475772664,107.21849843852387,74.18,-0.05790901184082031,0.8119907379150391,3.0138092041015625,4683745.672,475952.8624
8049,RS:FNEG,Burial Mound,Pasture,Pasture,30,4,1,Development,43.452179677233374,243.57164001464844,1.1929587184459907,37.47416811181336,96.72,0.38277244567871094,0.5850353240966797,1.3400115966796875,4682598.3336,478090.8489
6022,survey,Burial Mound,Annual agriculture,Annual agriculture,38,2,5,Agriculture,1583.648202722948,212.8794708251953,1.3768120863638769,308.54416201901796,85.3,0.15703773498535156,0.5240001678466797,1.6168365478515625,4684663.2151,476883.0142
7016,survey,Burial Mound,Annual agriculture,Scrub,35,5,2,Looting,1469.8824230969237,212.167724609375,2.7170721920695518,211.62161584423527,5.82,-0.1648120880126953,1.043039321899414,3.5345001220703125,4684774.8333,476802.4011
9316,Legacy verification,Burial Mound,Pasture,Pasture,30,2,2,Looting,1712.1839374836686,235.47596740722656,3.2079430699263534,211.7264491764204,78.78,0.2721748352050781,1.2851333618164063,4.306182861328125,4706659.7009,453563.0205
9194,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,40,2,1,Agriculture,687.5155474687004,170.8415985107422,2.715217662457334,188.29003206767246,72,-0.05550575256347656,1.1442012786865234,3.0033721923828125,4706891.6942,470686.8146
9202,Legacy verification,Burial Mound,Pasture,Pasture,50,4.5,2,Looting,1659.5566105731873,202,0.6652868518717416,206.455401574749,62.37,0.29378318786621094,0.29378318786621094,1.069793701171875,4703815.4678,464388.3613
9200,Legacy verification,Burial Mound,Annual agriculture,Pasture,40,4,2,Looting,1449.6776984677756,161.4969940185547,2.0761849791517615,258.3940464146926,3.94,0.23230361938476563,0.69069671630859375,2.3445892333984375,4703067.1257,462986.7066
9348,Legacy verification,Burial Mound,Pasture,Pasture,30,1.7,1,None,2750.672844112758,179.7678680419922,2.583579150360197,229.1592432741765,6.14,0.28107261657714844,0.8833065032958984,3.3284912109375,4687511.6339,450207.4535
7013,survey,Burial Mound,Annual agriculture,Annual agriculture,40,1,5,Agriculture,1196.3120288831255,196.12542724609375,2.8095684072837055,335.5242262110594,51.8,-0.04718589782714844,1.1752872467041016,4.2014007568359375,4683901.2083,474608.8594
9286,Legacy verification,Burial Mound,Pasture,Pasture,40,7,2,Looting,1100.3461872122402,152.26222229003906,1.066137001457934,21.160451742824495,55.76,0.5410041809082031,0.6874275207519531,2.230621337890625,4680656.9769,449470.5448
9161,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,15,1,5,Agriculture,680.1749590821465,155.65296936035156,5.976229483160455,336.73116372351336,46.57,0.12636947631835938,2.459026336669922,7.6636505126953125,4678849.1518,460421.2577
9358,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,35,2,4,Looting,559.03280126523,153.9624481201172,1.3186294308325972,260.1095081841442,44.16,0.26758766174316406,0.4229717254638672,1.2975616455078125,4678681.7852,467949.4536
9361,Survey,Burial Mound,Pasture,Pasture,35,2,4,Looting,1684.7367557278374,183.81861877441406,0.38986482680165335,214.69469613064908,25.45,0.6612453460693359,0.6619853973388672,1.0045166015625,4678950.7853,472099.5596
9377,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,40,0.5,2,Agriculture,1757.1353109438392,183.90626525878906,2.226744420403593,95.72866866984928,22.22,0.10582733154296875,0.6405372619628906,2.0175628662109375,4677116.0503,473111.6236
9162,Legacy verification,Burial Mound,Pasture,Scrub,35,2.5,5,Construction,370.4176482204659,191.02085876464844,5.44823799121399,350.6337978007294,35.38,0.11506462097167969,2.2609920501708984,6.063323974609375,4676620.2302,460086.0563
9069,Legacy verification,Burial Mound,Pasture,Scrub,30,2,4,Looting,424.5517659659693,275.5367126464844,0.9806130478019713,264.15081726945914,52.16,0.4131736755371094,0.5189933776855469,1.463043212890625,4675895.6782,441622.6373
9013,Survey,Burial Mound,Pasture,Pasture,24,2,2,Looting,0,217.28903198242187,2.028039926010826,322.0322742582,70.76,0.3925361633300781,0.81198883056640625,2.7347259521484375,4689011.4297,447232.5343
9014,Survey,Burial Mound,Pasture,Scrub,13,2,5,Looting,0,216.29049682617187,2.7489760324252446,328.43676358705505,68.23,0.46915435791015625,1.0557365417480469,3.7191009521484375,4689040.7739,447226.8742
9021,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,25,1.5,5,Agriculture,653.0298288488764,222.1276092529297,2.849205054252201,174.66076977250114,79.2,0.036472320556640625,1.1679191589355469,3.437591552734375,4688192.7781,446463.8355
9022,Legacy verification,Burial Mound,Annual agriculture,Pasture,30,1.5,3,Looting,684.7617698304143,225.09046936035156,3.3326179233059814,173.7116286213949,48.38,0.22524642944335938,1.3768539428710937,4.0866851806640625,4688202.2681,446401.6663
9025,Survey,Burial Mound,Pasture,Scrub,25,2,3,Bioturbation,650.370090914865,208.70358276367187,0.9861320903131425,124.91901530449569,0.72,-0.17738914489746094,0.4902210235595703,1.4316253662109375,4686690.2283,445020.5626
9029,Survey,Burial Mound,Annual agriculture,Pasture,40,8,4,Looting,2663.215874971185,159.21046447753906,2.2366599338327666,245.93219466662583,74.37,0.11776542663574219,0.7342090606689453,2.5972747802734375,4682810.7887,445054.9484
9038,Survey,Burial Mound,Pasture,Scrub,25,2,4,Looting,531.1640584217181,202.9425811767578,1.4742516250792823,147.959275874164,46.95,-0.1791210174560547,0.5679950714111328,1.9412689208984375,4688331.9616,447767.6368
9039,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,15,0.4,5,Agriculture,602.1489545537446,202,0.22539905979693886,146.12837191641756,25.18,-0.02704620361328125,0.088405609130859375,0.5649261474609375,4688295.6348,447856.142
9046,Survey,Uncertain Mound,Forest,Forest,10,1,5,Looting,1153.8156501155029,287.5641174316406,1.895714146019828,295.57669452728004,44.73,0.94861602783203125,1.0667648315429687,2.445098876953125,4688594.0853,445656.415
9056,Survey,Burial Mound,Annual agriculture,Annual agriculture,20,1.2,5,Agriculture,39.81688125853229,159.94760131835937,1.9225340294060673,269.23997270896615,19.2,-0.2177581787109375,0.64119720458984375,2.0539093017578125,4684736.223,453994.7419
9057,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,15,0.5,5,Agriculture,56.02611026647672,161,0.4380083623202358,345.8865074775827,60.57,0.20583534240722656,0.20583534240722656,0.5192108154296875,4684749.2746,454022.5398
9055,Legacy verification,Burial Mound,Annual agriculture,Scrub,35,2,2,None,98.73253375230524,161,0.48779738442661347,0.35717441133450784,15.47,-0.19666671752929688,0.19666671752929688,0.529327392578125,4684710.0797,454047.5718
9058,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,28,0.5,5,Agriculture,17.73686617714119,160,1.424857106457661,272.74872795249024,8.6,-0.11368751525878906,0.4583148956298828,1.5562591552734375,4684773.4832,453992.4026
9059,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,35,0.5,5,Agriculture,79.10938271647134,161,0.691056563552178,37.61302407274796,52.88,0.2899150848388672,0.2899150848388672,0.9498138427734375,4684756.6854,454064.0403
9062,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,35,1,5,Agriculture,2149.9358234620395,171.5513458251953,3.0416859416760302,254.59457278606442,42.96,-0.44490814208984375,1.029571533203125,3.1877288818359375,4682112.4962,457347.8869
9063,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,40,1,5,Agriculture,2128.712812266821,172.3282012939453,4.282710215848678,286.61577257887166,22.63,0.015321731567382813,1.4023113250732422,4.02496337890625,4682060.2791,457345.9039
9066,Survey,Burial Mound,Annual agriculture,Pasture,40,3,5,Looting,1091.6710552194884,157.52484130859375,4.466340062766514,324.6905261212298,80.8,-0.04342079162597656,1.7144031524658203,6.0012359619140625,4683361.4796,452811.6466
9074,Survey,Uncertain Mound,Pasture,Pasture,20,2,5,Construction,111.35446705220961,217.52413940429687,2.2095586094608906,204.7248123394755,69.31,0.351043701171875,0.88045501708984375,2.8577880859375,4688854.7415,438888.5266
9075,Survey,Uncertain Mound,Pasture,Pasture,20,2,5,Construction,136.8765039735213,218.5226593017578,1.5870874881379338,205.78280844424847,77.34,0.4582538604736328,0.6944904327392578,2.2133636474609375,4688890.6485,438890.6734
9079,Legacy verification,Burial Mound,Annual agriculture,Scrub,30,3,4,Looting,2093.127045990413,182,0.4576198699992199,0.5020898105986318,44.6,0.1844959259033203,0.1844959259033203,0.4984283447265625,4693918.3361,439645.9104
9080,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,60,1.5,5,Agriculture,2082.044498603,182,1.2722218725854067e-14,90,29.93,0,0,0,4693868.8314,439656.0139
9081,Survey,Uncertain Mound,Annual agriculture,Scrub,15,0.5,4,Looting,2309.766141995924,184,0.5732804900128957,354.04116371284556,39.78,-0.1852550506591797,0.2362651824951172,0.77252197265625,4693765.3277,439426.196
9084,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,35,0.5,5,Agriculture,588.5974115385478,152,0.9632609838737364,168.6389000735812,50.18,0.4140300750732422,0.4140300750732422,1.1743621826171875,4696843.6838,446013.4514
9088,Legacy verification,Burial Mound,Annual agriculture,Scrub,38,4.5,1,Looting,210.5611635737288,178.3280792236328,2.9764590269248132,238.14424454646965,88.81,0.11738395690917969,0.9860897064208984,3.6914215087890625,4677544.6956,435958.9696
9111,Survey,Uncertain Mound,Pasture,Pasture,30,4,5,Construction,1068.4871831589933,171,0.7598550003031692,35.60827462262988,73.21,0.313568115234375,0.313568115234375,0.911224365234375,4686117.4427,455164.7491
9115,Survey,Extinct Burial Mound,Pasture,Pasture,30,1.5,4,Agriculture,1357.2232427750805,168.39694213867187,4.8425528583932484,259.158200615822,89.45,0.1021575927734375,1.5937957763671875,5.3341522216796875,4698799.8808,465438.7798
9116,Survey,Burial Mound,Pasture,Pasture,20,0.6,5,Agriculture,1289.4591515684497,171.94189453125,1.493863522167355,225.36458230849095,12,0.63287353515625,0.7128715515136719,2.061431884765625,4698850.9764,465483.8935
9118,Survey,Burial Mound,Annual agriculture,Annual agriculture,40,1.5,4,Agriculture,1267.9853214634531,171.9492645263672,1.3704383126379198,177.54042978024694,53.28,0.2392139434814453,0.5133457183837891,1.79705810546875,4698843.3448,465533.4991
9142,Survey,Burial Mound,Annual agriculture,Annual agriculture,20,1.5,5,Agriculture,994.6784159023142,139.50315856933594,6.484763448608178,70.21072229427622,38.35,0.15869903564453125,2.120075225830078,7.3028717041015625,4673332.1035,462666.5211
9144,Survey,Burial Mound,Annual agriculture,Annual agriculture,30,1,5,Agriculture,265.3169344511439,152.166015625,6.594076418766625,93.25874226957023,15.83,1.9878196716308594,2.1701927185058594,6.11724853515625,4674057.7907,462739.8
9143,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,30,1,5,Agriculture,583.4152941220802,127.2786865234375,1.7459398278914133,59.9622775120427,30.32,-0.44391536712646484,0.6972894668579102,2.2383499145507813,4673743.7794,462686.0203
9145,Survey,Burial Mound,Annual agriculture,Annual agriculture,20,1,5,Agriculture,223.81208127523283,150.1222686767578,6.7837969938563525,69.3550620427263,51.44,1.022857666015625,2.286144256591797,7.4510498046875,4674099.5721,462738.9886
9146,Survey,Burial Mound,Annual agriculture,Annual agriculture,40,5,5,Agriculture,67.46736478165458,146.52696228027344,4.595646150128755,42.57357037776905,86.79,0.8309822082519531,1.8386192321777344,6.295166015625,4674260.1462,462736.31
9147,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,20,0.5,5,Agriculture,44.80757376383196,136.01783752441406,8.126127310795122,75.47366912696113,2.16,-0.1723308563232422,2.634340286254883,8.8615264892578125,4674276.3578,462799.3286
9148,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,25,2,5,Agriculture,64.4136994368053,132.2741241455078,4.2758062505016,46.142111669424665,38.55,-0.47660064697265625,1.6993865966796875,5.8238525390625,4674255.6621,462842.6485
9149,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,40,1,5,Agriculture,24.441656961854488,129.38351440429688,4.369112878336543,39.49063589477464,45.32,0.8117647171020508,1.8751611709594727,5.740447998046875,4674288.7716,462911.4143
9150,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,40,1,5,Agriculture,144.25060373725114,137.21197509765625,2.4757565028464423,299.31156844191213,69.93,0.33559226989746094,0.9585590362548828,3.2804412841796875,4674171.2512,462886.6732
9153,Survey,Burial Mound,Annual agriculture,Annual agriculture,30,1.5,5,Agriculture,314.6622207814885,135.93418884277344,6.574035747208343,121.04427326444483,34.8,0.08105278015136719,2.149301528930664,8.00189208984375,4674005.405,462839.8626
9154,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,40,4,5,Agriculture,763.5533074394814,158.57041931152344,1.5218684245148497,22.981104439310066,33.45,-0.39897918701171875,0.6738929748535156,2.038848876953125,4674536.2071,461884.132
9205,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,35,1.7,5,Agriculture,635.4064515460975,184.88575744628906,5.355590263827219,38.142789704314495,66.91,-0.14197349548339844,2.0304393768310547,6.750152587890625,4704043.9777,468070.0441
9209,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,30,1.5,5,Agriculture,598.6052499142704,200.90042114257812,1.607062211954438,15.372297199064107,46.01,-0.1660900115966797,0.6418819427490234,2.0063934326171875,4703353.9014,467874.9031
9211,Survey,Burial Mound,Annual agriculture,Scrub,30,2.5,1,Agriculture,278.3100771161054,208.01644897460937,0.5301136274537552,229.29542448518797,41.94,-0.15888404846191406,0.17595481872558594,1,4703320.9558,468193.5823
9212,Survey,Burial Mound,Pasture,Pasture,40,2,3,Construction,291.87943363095775,208.4160614013672,3.7782992291106114,349.0144329265181,88.17,1.6151542663574219,1.761138916015625,4.73968505859375,4703393.0143,468189.0114
9217,Survey,Burial Mound,Annual agriculture,Annual agriculture,25,1.8,5,Agriculture,977.6969233010243,168.15403747558594,3.603319910044033,283.9776490546583,12,0.3559989929199219,1.1710433959960937,3.8578948974609375,4706819.0999,467436.9487
9223,Survey,Burial Mound,Pasture,Pasture,15,1.5,4,Looting,2223.480790426444,167.69207763671875,2.9284140069486257,306.6353930118279,94.96,0.4331226348876953,1.1204586029052734,3.7716064453125,4706928.0356,464354.245
9224,Survey,Burial Mound,Pasture,Pasture,20,1.5,3,None,2235.4793018579926,169.2645263671875,2.7998675595356244,326.96012684808943,47.81,0.44519805908203125,1.090301513671875,3.7589569091796875,4706951.1214,464404.6845
9227,Survey,Burial Mound,Pasture,Pasture,35,4,5,Looting,1894.7781352466473,152.53634643554687,2.336665393237954,316.0367715581937,67.75,0.8149318695068359,1.047555923461914,3.14410400390625,4706758.6678,463281.657
9182,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,25,1.8,5,Agriculture,1051.2532517416983,199.70726013183594,1.428096585446518,53.74837377384651,70.76,0.072200775146484375,0.4619865417480469,1.710205078125,4704751.7944,469046.3354
9185,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,30,1.5,5,Agriculture,1139.1655725814305,207.5074462890625,3.1638911067471556,253.11733438544917,51.8,-0.17376136779785156,1.056356430053711,3.181427001953125,4704811.8458,469477.8419
9184,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,35,1.5,5,Agriculture,1004.2723554668006,198.10594177246094,2.2806468541650107,160.4071997623496,37.05,0.162567138671875,0.98184967041015625,3.1252899169921875,4704713.8687,469154.9488
9186,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,20,1.5,5,Agriculture,1234.5247670782817,208.66552734375,3.8028721383571034,220.59627089382786,43.37,0.5506591796875,1.3872108459472656,4.7412567138671875,4704919.9903,469433.706
9187,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,25,1,5,Agriculture,1267.2823415646471,209,1.2866724429934975,153.84110210088684,84.78,-0.04697227478027344,0.7014293670654297,2.5876617431640625,4704961.1222,469390.7254
9322,Legacy verification,Burial Mound,Pasture,Pasture,40,4,1,Looting,821.5962665299653,157.201171875,1.746925058974044,18.955136320141907,23.72,0.2974567413330078,0.6887645721435547,2.5518646240234375,4709665.9795,451823.1931
9321,Legacy verification,Burial Mound,Pasture,Pasture,40,4,3,Looting,779.9969950267345,144.8906707763672,2.815116258576755,38.912006135917956,26.52,0.44585227966308594,1.0677776336669922,4.2787933349609375,4709358.9383,452293.2096
9237,Legacy verification,Burial Mound,Pasture,Scrub,15,1.5,4,Looting,1553.1748374073693,159.0115966796875,4.327631764537265,58.262375103024674,70.04,1.1001949310302734,1.5236835479736328,5.80267333984375,4677932.4658,451632.0545
9238,Survey,Burial Mound,Pasture,Scrub,25,2,4,Looting,1510.1252531880996,157.70066833496094,3.9540230316659715,48.6900964252614,27.01,0.8936958312988281,1.5448760986328125,4.86334228515625,4677973.0178,451616.6274
9241,Survey,Burial Mound,Pasture,Scrub,15,0.5,4,Looting,1616.4197159373637,159.640625,1.6545539061136374,128.45083905536012,16.97,0.42840003967285156,0.5997714996337891,2.2310333251953125,4677851.223,451612.339
9242,Survey,Uncertain Mound,Pasture,Scrub,10,0.5,2,unspecified,1624.2198411381598,159.640625,1.6545539061136374,128.45083905536012,3.6,0.42840003967285156,0.5997714996337891,2.2310333251953125,4677848.1747,451623.5324
9243,Survey,Burial Mound,Pasture,Scrub,25,2,5,Looting,1627.3371246624395,159.25914001464844,1.311398618346655,154.80179279768313,86.91,0.20903778076171875,0.5448646545410156,2.24029541015625,4677827.5749,451589.9933
9244,Survey,Burial Mound,Pasture,Scrub,20,0.5,5,Looting,1656.7661607730452,157.75970458984375,3.2438977692373743,130.33181888878212,79.06,0.217742919921875,1.0640869140625,4.2335205078125,4677804.5663,451609.6551
9246,Survey,Burial Mound,Pasture,Scrub,20,2,4,Looting,1728.2509544995164,152.87489318847656,7.268935112766093,154.35233670209072,44.09,0.645050048828125,2.967681884765625,9.1212005615234375,4677720.0621,451601.2884
9160,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,40,0.1,5,Agriculture,643.6363108725733,135.0218048095703,7.284521589312331,210.44220623048903,30.32,-0.41827964782714844,2.9090633392333984,9.73406982421875,4677961.2349,460386.7475
9159,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,40,0.1,5,Agriculture,554.7812992745846,128.09097290039062,4.334708335413957,184.48603062467078,72.63,-0.22439956665039063,1.7254600524902344,5.032997131347656,4677885.5629,460335.2786
9157,Legacy verification,Burial Mound,Annual agriculture,Scrub,30,4,5,Looting,200.48158668158672,147.0966033935547,1.7785420723869496,124.2602778299434,71.94,0.08670234680175781,0.5783977508544922,2.4883880615234375,4680264.0144,463743.5658
9164,Survey,Burial Mound,Pasture,Scrub,35,2,5,Looting,2011.3986093188557,186.57058715820313,1.5042948557053522,214.61308346811913,38.69,0.1553363800048828,0.5847492218017578,2.0806121826171875,4677781.895,456744.3516
9219,Survey,Burial Mound,Pasture,Pasture,25,3,3,Looting,946.0259125510559,177,0.5948493704837443,162.84315182698867,63.54,0.30640602111816406,0.30640602111816406,1.0210113525390625,4706349.8931,465574.4669
9249,Survey,Burial Mound,Annual agriculture,Pasture,15,2,3,Looting,943.1280686561689,170.6376190185547,1.907596097267393,140.48145213595484,65.34,0.4535408020019531,0.8225517272949219,2.8199310302734375,4676658.8689,457930.47
9253,Survey,Burial Mound,Forest,Scrub,25,3,5,Looting,563.5273752883436,190.03021240234375,4.22152846743965,53.603765161471536,86.5,0.7567920684814453,1.7137508392333984,5.233734130859375,4675595.8439,453961.9039
9254,Survey,Burial Mound,Forest,Scrub,20,0.5,5,Looting,606.2178031165188,187.4193878173828,3.708505451041872,74.97010436373425,47.45,0.9615478515625,1.5782203674316406,4.1275482177734375,4675579.862,454013.6205
9403,Survey,Burial Mound,Annual agriculture,Annual agriculture,20,1.7,5,Agriculture,2251.6121890216873,149.8399658203125,1.118862093930148,300.9840902990039,83.03,0.4644508361816406,0.5472755432128906,1,4697359.0459,441800.0456
9405,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,25,1,5,Agriculture,1799.2314158998022,140,0.8967485842717662,280.86830540269915,43.53,-0.02199554443359375,0.2606315612792969,1.034454345703125,4696190.383,443333.6751
9413,Legacy verification,Burial Mound,Pasture,Pasture,20,3,1,None,1839.6159175328826,229.59304809570312,1.4315894633318484,86.90739128648121,13,0.22731399536132813,0.4433860778808594,1.423797607421875,4707102.9986,453820.5408
9412,Survey,Burial Mound,Scrub,Pasture,25,3.5,2,Nodata,1788.289670024357,243.1640167236328,1.518488321362547,206.14512692442418,79.35,0.9141693115234375,0.959320068359375,2.1811676025390625,4706725.3918,453675.8175
9317,Survey,Burial Mound,Pasture,Pasture,20,1.5,1,Construction,1916.0024918160498,230,0.2682376710795827,208.2903388481646,67.63,0.2088489532470703,0.2088489532470703,0.589874267578125,4707032.5299,453784.015
9318,Survey,Uncertain Mound,Pasture,Pasture,25,0.5,5,Construction (military activity),1414.1153381287413,180.38424682617187,5.01290924776754,351.07592497486013,37.18,0.06756401062011719,2.0690784454345703,5.5928802490234375,4707832.5106,453253.7443
9410,Survey,Burial Mound,Pasture,Pasture,10,3.5,5,Looting,1918.0872341828206,236.14663696289062,3.7694909240479624,56.201335376941906,6.81,0.48862266540527344,1.4466419219970703,5.187652587890625,4706834.5833,453815.2735
9262,Survey,Burial Mound,Annual agriculture,Annual agriculture,30,1.5,5,Agriculture,855.8290839107825,139.82655334472656,3.4437711431732727,46.52871421827294,23.91,-0.3322887420654297,1.2345142364501953,4.6173553466796875,4708937.2166,474936.1054
9263,Survey,Burial Mound,Annual agriculture,Pasture,30,3,2,Looting,885.4207672071759,138.7604522705078,2.4533298721258845,338.2752593170308,61.37,-0.5386695861816406,1.0309333801269531,3.06658935546875,4708928.8632,475002.3759
9266,Survey,Burial Mound,Pasture,Pasture,30,2,2,Looting,939.0021145291176,142.97315979003906,3.7175500177626923,346.55532207289696,64.49,-0.26244354248046875,1.5462226867675781,4.18804931640625,4708967.8498,475196.3196
9267,Survey,Uncertain Mound,Pasture,Pasture,20,1,5,Looting,955.3803198200818,143.384765625,3.2635350408387334,354.4735602565436,31.65,-0.010341644287109375,1.3616676330566406,4.096923828125,4708966.2841,475224.8626
9268,Survey,Uncertain Mound,Annual agriculture,Pasture,35,1,5,Agriculture,1003.369561778919,146.86557006835937,4.219709496533451,31.470527472231392,32.26,0.13874244689941406,1.6547298431396484,5.5950775146484375,4708922.064,475244.6152
9269,Survey,Uncertain Mound,Annual agriculture,Pasture,40,1,5,Agriculture,1006.4579121185127,143.66323852539062,2.9190757185044336,47.22672819707794,74.82,0.10024833679199219,1.025381088256836,4.0983428955078125,4708941.2265,475281.3597
9270,Survey,Burial Mound,Pasture,Pasture,20,1.5,2,Agriculture,1052.3392386795333,145.7355194091797,4.1727590544310464,55.541615288860626,82.67,-0.23963546752929688,1.3548469543457031,5.4833221435546875,4708883.2012,475274.8625
9275,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,20,0.5,5,Agriculture,1926.540057405049,138.12074279785156,5.023466800653101,72.44827991420648,34.18,-0.5129966735839844,1.6935806274414062,4.81085205078125,4712075.9762,473167.0137
9277,Survey,Burial Mound,Annual agriculture,Annual agriculture,25,1.2,5,Agriculture,1877.6774334592635,141.23825073242187,1.6431782418947927,68.31168707408514,15.47,1.4480533599853516,1.4480533599853516,3.4656219482421875,4712004.7679,473162.6317
9278,Survey,Uncertain Mound,Pasture,Pasture,30,1,5,Agriculture,1797.9389515922899,134,0.12036801290841909,126.75065582109278,6.09,-0.038715362548828125,0.038715362548828125,0.309722900390625,4712033.6892,473313.8964
9284,Survey,Burial Mound,Annual agriculture,Annual agriculture,30,1.5,5,Agriculture,1377.9689918954653,151.30604553222656,2.074442535046895,18.741204095475933,88.45,0.3399810791015625,0.8589744567871094,2.5862274169921875,4680421.362,449124.3539
9285,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,30,2,5,Agriculture,1226.2521534380749,150.1640167236328,2.3396509848106657,288.35691661714964,21.86,0.6682701110839844,0.87703704833984375,3.2972412109375,4680550.8941,449303.4418
9288,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,25,1,5,Agriculture,1820.477975169199,179,1.1910119397088073,123.68007508803481,56.88,0.27503395080566406,0.5241909027099609,1.6841888427734375,4681823.5588,452793.1227
9289,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,20,0.5,5,Agriculture,1857.4957058023506,174.59585571289062,3.997024773754596,338.05033742155416,32.97,-0.39087867736816406,1.5976314544677734,4.8798980712890625,4680037.5896,447864.0224
9290,Survey,Uncertain Mound,Annual agriculture,Annual agriculture,20,0.8,5,Agriculture,1886.023945988046,172.82972717285156,2.9881705597693435,341.5348879966771,80.58,-0.4463825225830078,1.2727298736572266,3.8769073486328125,4680076.2299,447874.6024
9414,Survey,Burial Mound,Pasture,Pasture,15,1,1,None,1810.7324476553654,229,0.510306599731032,83.67706082192475,85.87,0.06150627136230469,0.3058605194091797,1.2201690673828125,4707128.183,453842.2872
