"","TRAP","Zemlishte","DistanceZemlishte","DirectionToZemlishte","Easting","Northing","Source","Type","LU_Around","LU_Top","DiameterMax","HeightMax","Condition","PrincipalSourceOfImpact","elevAster","slopeAster","aspectAster","prom250mbuff","TPI","TRI","rough"
"196",8792,"Bogorovo",1428.57622520164,166.960538849425,487743.314524874,4701272.97296584,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","25","0.8","4 - seriously damaged","Agriculture",204.892471313477,2.41739327486275,83.3868372939946,83.09,-0.474380493164062,0.888980865478516,3.08851623535156
"197",8793,"Nedyalsko",1318.33333154616,249.719174796844,486811.850847471,4701573.73463825,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","35","1.4","3 - damaged","Agriculture",202.79118347168,1.69009454544122,153.396748378787,72.1,0.582067489624023,0.760534286499023,1.95195007324219
"198",9882,"Parvenets",3060.68178815698,284.484169140523,490394.254410843,4697155.42689415,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","35","2","4 - seriously damaged","Agriculture",151.211074829102,2.31837534495139,225.05112557449,24.82,0.313188552856445,0.851003646850586,3.1611328125
"199",8794,"Nedyalsko",1284.66161584281,245.996282434289,486748.810483965,4701639.36672444,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","25","1.1","3 - damaged","Agriculture",203.188491821289,1.88101430207683,259.860077880619,99.64,0.571775436401367,0.73192024230957,2.43719482421875
"200",9883,"Parvenets",3074.09927793594,286.20026730333,490382.88505889,4697063.28152186,"Legacy verification","Extinct Burial Mound?","Annual agriculture","Annual agriculture","20","0.15","5 - extinct or near extinct","Agriculture",148,0.922046400495259,237.031227740313,15.05,-0.198368072509766,0.290153503417969,1.42793273925781
"201",8795,"Nedyalsko",671.129773543762,219.612795679308,486003.157298357,4701633.79045241,"Legacy verification","Burial Mound","Pasture","Pasture","20","2.2","4 - seriously damaged","Excavation",196.002807617188,1.53256707552126,58.1573093786013,86.23,-0.722152709960938,0.722854614257812,1.91360473632812
"202",9884,"Parvenets",3077.45311124581,287.264677049719,490369.646164956,4697007.59601907,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","22","0.5","3 - damaged","Agriculture",148,0.452470217729483,319.337592604736,24,-0.159036636352539,0.250822067260742,0.634002685546875
"203",9885,"Parvenets",3062.48617884629,287.885075167503,490345.340735692,4696980.42541385,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture","20","0.2","5 - extinct or near extinct","Agriculture",148.423690795898,0.815177452008931,350.862502861369,42.18,0.179636001586914,0.334428787231445,1.30657958984375
"204",9886,"Parvenets",3518.07949572114,294.277912084779,490637.797989733,4696474.43761701,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","40","2","3 - damaged","Agriculture",122.475761413574,4.87286145899837,135.452550145831,56.99,0.207213401794434,1.72929859161377,6.3177490234375
"205",9887,"Parvenets",3044.49371535757,286.968248587289,490342.807583762,4697032.43140699,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture","15","0.1","5 - extinct or near extinct","Agriculture",147.789688110352,0.748855370928949,319.145689381071,4.68,-0.224416732788086,0.36961555480957,0.998580932617188
"206",8796,"Izgrev",641.735240098233,30.276810590551,460363.884970911,4668214.32440955,"Legacy verification","Burial Mound","Pasture","Pasture","15","3.5","3 - damaged","Other (military trenches)",148.693878173828,3.35973848087413,146.972883177061,22.02,0.265501022338867,1.31181526184082,4.6162109375
"207",8649,"Pchela",2176.14679070021,164.849608680961,455889.429950416,4672446.80535421,"Survey","Burial Mound","Pasture","Pasture","40","2.5","3 - damaged","Looting",194.954940795898,6.01546276819168,353.007437485463,61.59,0.493030548095703,2.54154205322266,7.19535827636719
"208",8650,"Pchela",2226.62112341882,165.41502744545,455897.475806741,4672501.1633948,"Legacy verification","Burial Mound","Pasture","Pasture","35","4.5","3 - damaged","Looting",189.305313110352,3.80949848180762,11.9099353049932,67.87,0.155527114868164,1.61776924133301,5.28567504882812
"209",8651,"Pchela",1526.16855096032,167.942593658925,456139.369784988,4671838.79401806,"Legacy verification","Burial Mound","Pasture","Pasture","20","2.5","2 - minor damage","Road cut",163.093841552734,8.11635827745312,165.656895092841,86.43,0.330850601196289,3.35942649841309,10.3094024658203
"210",8797,"Izgrev",1318.21395132113,223.787253957508,461599.614959097,4669720.16410626,"Legacy verification","Burial Mound","Annual agriculture","Pasture","18","1.7","1 - pristine","Agriculture (ploughing on the east side)",102.378814697266,3.10395721772547,302.206026670406,13.87,0.802531242370605,1.26424312591553,3.57865905761719
"211",8652,"Pchela",1562.9153379233,200.706451909852,457010.789493295,4671808.25218581,"Legacy verification","Uncertain Feature","Annual agriculture","Scrub","95","3.5","0 - No observation","Erosion (could be military activity )",105.70686340332,3.48234749292335,134.763886318676,99.28,0.239962577819824,1.23849391937256,4.61041259765625
"212",8798,"Elhovo",1442.49874786129,346.259471000605,464777.701596932,4667564.09930692,"Legacy verification","Extinct Burial Mound","Annual agriculture","Scrub","40","1.5","5 - extinct or near extinct","Other (bunker and trenches)",124.038391113281,1.92995547683714,119.000763246848,58.84,0.291126251220703,0.672817230224609,2.59225463867188
"213",8799,"Elhovo",3914.5616933155,32.2443351255623,462346.53200535,4665654.45543691,"Legacy verification","Burial Mound","Annual agriculture","Scrub","45","1.5","0 - No observation (indeterminable due to scrub. possibly prestine)??","Post-depositional (vegetation )",91.9968872070312,1.6340107694483,127.923928494165,82.5,-0.424405097961426,0.75837230682373,2.11336517333984
"214",8653,"Pchela",2721.06185934794,0.379497739342724,456440.150827335,4667625.29240912,"Legacy verification","Burial Mound","Forest","Forest","25","1","1 - pristine","Erosion",160.920227050781,8.50233777620704,40.4173864147263,24.37,-0.350994110107422,3.20200347900391,10.9845733642578
"215",9950,"Zhitosvyat",1946.78318658247,101.675330761231,495994.0463887,4701577.40977927,"Survey","Extinct Burial Mound?","Annual agriculture","Annual agriculture","24","0.3","5 - extinct or near extinct","Agriculture",191,0.647209915662161,224.788262214141,48.38,0.110357284545898,0.244913101196289,1.36935424804688
"216",9888,"Dobrinovo",2168.57858681071,282.254934096165,495104.843486112,4701432.14716855,"Survey","Burial Mound","Annual agriculture","Annual agriculture","24","1","3 - damaged","Agriculture",191,0.248617735536773,35.7501157823017,48.56,0.306850433349609,0.306850433349609,0.531707763671875
"217",9951,"Zhitosvyat",2060.74276356768,107.174048504513,495931.69191195,4701791.93422279,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","24","0.8","4 - seriously damaged","Agriculture",196,0.493856820982804,120.222562403645,65.11,-0.140499114990234,0.218376159667969,0.635513305664062
"218",9889,"Dobrinovo",2516.21926944911,300.308111650869,495157.993436305,4700622.64393404,"Legacy verification","Burial Mound","Annual agriculture","Pasture","40","4","2 - minor damage","Looting",170.522155761719,2.26985283249939,198.174570509869,89.57,0.180641174316406,0.965137481689453,3.11717224121094
"219",9952,"Zhitosvyat",1772.34310284626,87.9857292422512,496129.302714814,4701121.15265713,"Legacy verification","Burial Mound","Annual agriculture","Pasture","36","2.2","2 - minor damage","Animal activity",177.39665222168,1.63525387700685,139.706674665281,84.53,0.63060188293457,0.798860549926758,2.43931579589844
"220",9953,"Zhitosvyat",1759.2682582979,82.8107221376497,496155.11355844,4700963.2795609,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","25","2","3 - damaged","Agriculture",171.393341064453,2.93337027477577,125.9750074262,64.87,-0.06256103515625,0.942283630371094,3.58880615234375
"221",8654,"Parvenets",1741.15389824935,359.591689837399,487443.25891311,4696179.83196547,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture","10","0","5 - extinct or near extinct","Agriculture",127.265968322754,7.17414586511009,23.0528222008822,10.07,-0.0874423980712891,2.95487403869629,9.60173797607422
"222",9890,"Dobrinovo",2582.54092055518,301.973778124979,495176.425670331,4700524.91790537,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture","16","1","4 - seriously damaged","Agriculture",166.575393676758,2.47638724038041,196.102870985198,28.99,-0.340667724609375,1.03734970092773,3.01983642578125
"223",9891,"Dobrinovo",2576.60803222325,302.958410957429,495147.624041502,4700490.70121989,"Survey","Burial Mound","Annual agriculture","Scrub","34","3","3 - damaged","Looting",165.513412475586,1.39071421869494,217.168318249856,21.51,-0.0434246063232422,0.491006851196289,1.64189147949219
"224",9954,"Zhitosvyat",1789.75931416203,83.7933185395704,496121.282298333,4700989.9473683,"Survey","Burial Mound?","Annual agriculture","Annual agriculture","18","0.9","4 - seriously damaged","Agriculture",173.399353027344,2.41117527771156,147.62987836362,53.26,0.228610992431641,0.980697631835938,3.17796325683594
"225",9892,"Dobrinovo",2543.54964596324,303.686851698889,495102.121084201,4700481.66492001,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture","46","0.5","5 - extinct or near extinct","Agriculture",164.423309326172,0.94955216409164,307.542106467279,17.56,-0.340551376342773,0.465085983276367,1.44805908203125
"226",9955,"Zhitosvyat",1877.29006077845,66.4702442972254,496179.351919878,4700433.98606549,"Legacy verification","Burial Mound","Annual agriculture","Pasture","60","1.5","4 - seriously damaged","Excavation?",166,0.618116859990637,154.311305765837,6.12,-0.143697738647461,0.251546859741211,0.814590454101562
"227",9893,"Dobrinovo",2610.79756116178,303.646181881606,495159.104163078,4700445.90800855,"Survey","Burial Mound","Annual agriculture","Scrub","39","2.5","2 - minor damage","Agriculture",165.420852661133,1.92903544995557,326.794305546722,42.03,-0.512651443481445,0.762048721313477,2.42770385742188
"228",8655,"Parvenets",931.058437429725,355.53929302775,487503.264375552,4696992.70347781,"Legacy verification","Burial Mound","Annual agriculture","Pasture","22","2","3 - damaged","Agriculture",134.115432739258,8.67016244972208,97.2325047767272,82.01,-0.688726425170898,2.70774269104004,8.22259521484375
"229",9894,"Zhitosvyat",2833.24042127937,67.5118667380956,495282.753353677,4700099.75569829,"Survey","Burial Mound","Annual agriculture","Annual agriculture","27","1.8","4 - seriously damaged","Agriculture",164.390777587891,1.61366550788028,10.8457461181002,73.93,0.839511871337891,1.35285568237305,5.97825622558594
"230",9895,"Pravdino",3841.51804643534,197.289837124907,495311.760035789,4700029.78239867,"Survey","Other","Annual agriculture","Scrub","0","3","2 - minor damage","Post-depositional",165.302505493164,5.92645349810516,217.464635420787,61.15,1.43267250061035,2.56260108947754,6.76930236816406
"231",8656,"Parvenets",913.007809229082,5.80556474327098,487338.497526117,4697012.61676064,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","30","1.5","4 - seriously damaged","Agriculture",152.837753295898,3.6081063696462,165.046730161177,42.75,0.716840744018555,1.49579429626465,4.38900756835938
"232",9956,"Zhitosvyat",2526.78487462618,44.7203776509095,496122.584936161,4699388.04258221,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","25","1","4 - seriously damaged","Agriculture",142.924896240234,0.563902924218956,134.638046116219,61.45,0.0243244171142578,0.25920295715332,1.15333557128906
"233",9896,"Pravdino",3501.39003784598,196.684920961326,495175.318275487,4699715.823812,"Survey","Burial Mound","Annual agriculture","Annual agriculture","22","1","3 - damaged","Agriculture",148.581771850586,2.30403318728848,249.475891650453,50.55,-0.38237190246582,1.04252052307129,4.02168273925781
"234",8657,"Nedyalsko",1161.48921684237,332.527965410428,486111.060722088,4700086.25646014,"Legacy verification","Uncertain Feature","Pasture","Pasture","0","0","5 - extinct or near extinct","Construction",199.167892456055,2.0844081061511,126.656140505738,5.02,-0.232826232910156,0.670600891113281,3.01347351074219
"235",9897,"Pravdino",2609.36640204174,203.255224352947,495200.289632332,4698759.21797009,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","24","1.8","3 - damaged","Agriculture",123.65461730957,8.48926082437306,281.558935941859,4,-3.07881641387939,3.2179594039917,10.3473587036133
"236",9957,"Zhitosvyat",2759.66000071729,21.1588254568282,496904.439053554,4698609.83450563,"Legacy verification","Burial Mound","Annual agriculture","Pasture","22","2.5","1 - pristine","Animal activity",142.835678100586,0.950238290963184,238.854936707574,29.56,0.237220764160156,0.360462188720703,1
"237",8658,"Nedyalsko",776.851674040399,342.261744229789,485811.930286488,4700376.85282406,"Legacy verification","Burial Mound","Pasture","Forest","31","1.8","4 - seriously damaged","Urban development",224.726440429688,4.06715831302878,74.2571679302319,84.23,0.440078735351562,1.31982040405273,4.23428344726562
"238",8659,"Nedyalsko",801.81230626021,341.693381207202,485827.098559924,4700355.53968188,"Legacy verification","Burial Mound","Forest","Scrub","30","3","4 - seriously damaged","Looting",224.935760498047,2.79819385650232,85.9058388845903,69.89,0.302085876464844,0.867275238037109,3.24118041992188
"239",9898,"Pravdino",2402.58265709103,201.515078585108,495051.177428838,4698597.02228651,"Survey","Burial Mound?","Annual agriculture","Scrub","16","0.5","4 - seriously damaged","Agriculture",123.339569091797,3.07852144571763,273.502857895033,2.87,-1.09136295318604,1.39524555206299,4.90818786621094
"240",9958,"Zhitosvyat",3173.81316236737,27.5266415295482,496433.738003648,4698368.9227894,"Legacy verification","Burial Mound","Scrub","Pasture","22","2.7","3 - damaged","Looting",122.231826782227,1.3275790648348,273.750126774967,81,0.465971946716309,0.659337043762207,2.07321929931641
"241",8660,"Nedyalsko",2605.93186356576,138.860660599727,483860.824605834,4703079.32981659,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","30","1.5","4 - seriously damaged","Agriculture",246.740295410156,1.50215020678668,140.886385235872,18.55,0.255033493041992,0.608373641967773,2.03146362304688
"242",9899,"Pravdino",1100.4187290988,179.244917519644,494155.53803304,4697462.17215778,"Legacy verification","Burial Mound","Pasture","Pasture","17","1.8","2 - minor damage","Animal activity",123.776184082031,4.01101897019425,116.194203696466,67.5,1.0141773223877,1.45305442810059,5.11953735351562
"243",8661,"Nedyalsko",2670.88111122486,138.388780381213,483801.588553142,4703113.70414161,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","20","0.5","4 - seriously damaged","Agriculture",249.741775512695,1.92533352351139,118.736478218998,54.15,0.543527603149414,0.69474983215332,2.26559448242188
"244",8662,"Nedyalsko",2658.23900137316,140.274970193495,483876.356770648,4703161.27756026,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","22","1.6","4 - seriously damaged","Agriculture",246.816009521484,2.3464258136736,117.398655198596,63.44,-0.238492965698242,0.739767074584961,2.92266845703125
"245",9959,"Pravdino",2956.80273511132,231.942691267066,496498.21005976,4698184.56812855,"Legacy verification","Extinct Burial Mound","Annual agriculture","Scrub","100","1.5","5 - extinct or near extinct","Agriculture",113.898315429688,2.06522941077725,133.8627323003,57.97,-0.0840578079223633,0.740853309631348,3.01114654541016
"246",8663,"Nedyalsko",3217.32531683629,142.642990318651,483623.040231835,4703674.12740083,"Legacy verification","Burial Mound","Annual agriculture","Scrub","35","4","2 - minor damage","Looting",256.722717285156,3.3462729660547,186.719822554856,59.14,0.527212142944336,1.38100242614746,4.24024963378906
"247",9960,"Pravdino",2906.25582267486,234.501611302865,496536.115100728,4698049.45379318,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","24","1.8","3 - damaged","Agriculture",109.634300231934,1.62036202367134,109.212790259919,17.52,0.123825073242188,0.529014587402344,2.20871734619141
"248",9961,"Pravdino",2622.41010461683,240.748316179062,496458.044361659,4697643.28150825,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","24","1.4","3 - damaged","Agriculture",107.473579406738,2.70934341078361,123.01131672953,54.87,-0.305398941040039,0.866683959960938,3.70204925537109
"249",9962,"Pravdino",3093.52528141672,250.689703356194,497089.527986042,4697384.82829475,"Legacy verification","Burial Mound","Annual agriculture","Scrub","24","3.2","3 - damaged","Looting",104.62232208252,2.52768767959025,165.931395163654,55.11,0.0633134841918945,1.03257274627686,3.48285675048828
"250",8664,"Palauzovo",4305.06774203134,324.19509509208,481560.985039653,4705328.02429533,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture","0","0","5 - extinct or near extinct","Agriculture",245.383605957031,2.38589922405694,325.412960907282,51.27,0.189977645874023,0.924348831176758,3.32180786132812
"251",9900,"Zornitsa",2070.27896985203,187.824962280873,494201.418687722,4694595.89805128,"Legacy verification","Burial Mound","Perennial agriculture","Pasture","26","1.7","2 - minor damage","Agriculture",186.681945800781,2.43048900130182,144.990036591132,56.12,0.873476028442383,1.02905082702637,3.34361267089844
"252",8665,"Palauzovo",4083.65520363901,330.471146996993,481055.081338561,4705266.27391099,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture","200","0","3 - damaged","Agriculture",240.446212768555,2.1046238068241,307.075263628582,63.64,-0.20237922668457,0.681550979614258,2.57984924316406
"253",9963,"Pravdino",3086.64052327898,251.436810253642,497096.091961911,4697344.48204664,"Survey","Burial Mound","Scrub","Pasture","16","2.1","4 - seriously damaged","Looting",103.217712402344,2.65856362915359,150.805443283004,28.06,-0.10302734375,1.08955001831055,3.54173278808594
"254",8666,"Palauzovo",3275.94265180584,328.042231410224,480776.34065224,4706040.05765514,"Legacy verification","Other","Annual agriculture","Scrub","30","3","3 - damaged","Construction",218,0.599883229223159,350.364020920441,48.91,0.13128662109375,0.253761291503906,0.9237060546875
"255",9964,"Pravdino",3065.00457290059,251.971537338385,497084.561379076,4697310.4354428,"Legacy verification","Burial Mound","Pasture","Scrub","20","4","3 - damaged","Looting",101.460815429688,2.81969062590049,110.173876356249,42.34,-0.0649471282958984,0.920013427734375,3.20291900634766
"256",9901,"Zornitsa",934.171242468517,174.370582055959,493827.919518957,4693474.5621278,"Legacy verification","Burial Mound","Perennial agriculture","Annual agriculture","25","1","4 - seriously damaged","Agriculture",165.788436889648,2.43696948337493,299.628778031118,84.06,0.167886734008789,0.767629623413086,2.90885925292969
"257",8667,"Palauzovo",3313.38069242088,327.836108681634,480806.25836124,4706014.62112035,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture","150","0","3 - damaged","Agriculture",218.408248901367,1.37987531833328,320.690096497101,28.26,-0.169794082641602,0.475980758666992,1.88897705078125
"258",9902,"Zornitsa",1546.12761502869,143.199426943925,492993.376687239,4693782.91985984,"Legacy verification","Uncertain Feature","Annual agriculture","Scrub","0","0","0 - No observation","No observation",173.391647338867,1.46300193371617,105.206556231312,76.9,0.512340545654297,0.772716522216797,2.26231384277344
"259",9965,"Malina",1798.85662305254,106.705265526606,498265.220849924,4696562.0224714,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","24","1","3 - damaged","Agriculture",88.8052215576172,1.14698587171002,158.025405110827,59.06,0.428219795227051,0.524657249450684,1.19355010986328
"260",9966,"Malina",1781.06974290088,104.053945907059,498260.400769847,4696477.45045771,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","32","1.4","3 - damaged","Agriculture",85.6189346313477,2.95632676094576,181.365891296934,30.66,0.31850528717041,1.20448017120361,3.18684387207031
"261",8668,"Palauzovo",3800.2590778347,317.024716731048,481632.974965612,4706039.04203972,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","40","2","4 - seriously damaged","Agriculture",241.125045776367,2.38206993619091,292.687565783988,76.64,0.800092697143555,1.20305061340332,3.40969848632812
"262",9967,"Malina",440.209671790033,88.8679474294358,499548.034925839,4696036.24663909,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","30","1.7","2 - minor damage","Agriculture",85.7956314086914,2.31933379244024,161.7628726299,64.87,0.230095863342285,0.956450462341309,3.248291015625
"263",8669,"Malomirovo",3068.12379098731,312.612929509071,472661.885075569,4663605.57467775,"Legacy verification","Burial Mound","Annual agriculture","Scrub","45","4","2 - minor damage","Animal activity",195.742126464844,5.8017669062818,318.565875574131,53.43,0.270204544067383,2.12781715393066,7.91453552246094
"264",9903,"Aleksandrovo",1733.75652608779,117.54855141655,489055.56292816,4686357.80105771,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture","0","0","5 - extinct or near extinct","Agriculture",214.998641967773,2.23783134206019,214.264749544433,58.33,0.375835418701172,0.876541137695312,3.00025939941406
"265",8670,"Mamarchevo",4417.69955832183,96.556285968721,477283.870478936,4663620.46572232,"Legacy verification","Other","Scrub","Pasture","25","2","0 - No observation","Construction",230.888336181641,1.89718204186897,347.208614881014,70.8,0.127103805541992,0.789216995239258,2.31251525878906
"266",9904,"Aleksandrovo",2113.25705604984,105.774051617745,488559.070472156,4686130.41571021,"Legacy verification","Burial Mound","Annual agriculture","Pasture","29","1","5 - extinct or near extinct","Looting (As well as agriculture.)",208.042037963867,8.32620101600766,16.7265615246863,48.92,1.56765174865723,3.56054496765137,11.5732421875
"267",9905,"Polyana",1427.45170330558,200.860142044094,485664.583347406,4684896.5794119,"Survey","Burial Mound?","Pasture","Pasture","12","1.7","2 - minor damage","Post-depositional",243.869232177734,0.937320678273742,132.077642949458,95.34,0.653820037841797,0.686511993408203,1.60635375976562
"268",8671,"Chernozem",2065.41927701055,338.638785988004,468291.450281459,4660439.77929028,"Legacy verification","Other","Forest","Forest","0","0","0 - No observation","No observation",192.259811401367,4.68150678720583,347.934732896016,40.15,0.0508251190185547,1.96516227722168,5.46151733398438
"269",9906,"Polyana",1412.92840811844,198.545354178549,485605.674151402,4684902.25184674,"Survey","Burial Mound?","Pasture","Pasture","10","1","2 - minor damage","Post-depositional",244.536224365234,1.07826778136216,96.3920451414581,32.01,0.346359252929688,0.485187530517578,1.279052734375
"270",9907,"Polyana",1432.94125001773,195.45134599768,485538.049075955,4684943.84422971,"Legacy verification","Burial Mound","Scrub","Pasture","12","1.6","2 - minor damage","Excavation (military trench )",246.637176513672,2.46247654591249,75.8755103576247,87,0.32838249206543,0.832662582397461,2.55233764648438
"271",9908,"Polyana",2067.31313747133,126.111483337324,483486.160936946,4684781.08184617,"Legacy verification","Burial Mound","Annual agriculture","Pasture","22","1","3 - damaged","Agriculture",240.186294555664,8.60874136348137,86.6217984612003,28.21,-0.228288650512695,2.63209342956543,7.706298828125
"272",8672,"Lesovo",3045.63080517022,220.102039671636,466613.72557669,4651705.90085822,"Legacy verification","Burial Mound","Forest","Forest","42","9","4 - seriously damaged","Looting",244.649230957031,8.87334384503449,1.08256459985388,27.74,-0.0965290069580078,3.59731483459473,9.7491455078125
"273",9909,"Polyana",1895.22734148182,140.19913970994,483943.109613937,4685018.74744633,"Legacy verification","Burial Mound","Annual agriculture","Pasture","30","2","4 - seriously damaged","Looting (And agricultural activity)",258.798034667969,5.13692132965648,253.107859741344,1.79,0.208850860595703,1.72943496704102,5.2056884765625
"274",9910,"Polyana",1813.7406168812,140.296214295891,483997.633543429,4684958.10839301,"Legacy verification","Burial Mound?","Annual agriculture","Annual agriculture","6","0.3","5 - extinct or near extinct","Agriculture",260,1.00406353046786,264.946357492955,11.96,0.254131317138672,0.315509796142578,1.19625854492188
"275",9911,"Kamenets",4688.15031401697,281.17551245808,482940.916623168,4686484.3813548,"Legacy verification","Burial Mound?","Forest","Forest","0","0.3","4 - seriously damaged","Looting",266.136535644531,2.15012686250026,30.3435691718675,71.84,0.290637969970703,0.857715606689453,3.00247192382812
"276",9912,"Kamenets",4871.49237384659,276.051546875588,483186.008395358,4686879.4475094,"Legacy verification","Burial Mound","Forest","Annual agriculture","28","1","4 - seriously damaged","Looting",253.726913452148,3.7469772751627,56.2160096741033,9.32,0.517820358276367,1.3195743560791,4.880126953125
"277",9913,"Kamenets",4726.0044638506,276.593149675517,483036.411679498,4686850.38342287,"Legacy verification","Extinct Burial Mound","Forest","Pasture","0","0","5 - extinct or near extinct","Agriculture",256.179260253906,2.70284789575198,176.526939092839,52,-0.150611877441406,1.15526580810547,3.363525390625
"278",9914,"Kirilovo",2903.33773283257,117.799935367651,465676.303822091,4675875.3098161,"Legacy verification","Tell","Perennial agriculture","Forest","100","10","1 - pristine","Looting",102.850616455078,3.68548371558311,139.068007951116,92.81,0.344914436340332,1.37961864471436,4.93952178955078
"279",9968,"Straldzha",4369.51843170792,276.693764976977,479020.711376813,4715645.32700783,"Legacy verification","Extinct Burial Mound","Perennial agriculture","Perennial agriculture","100","0.5","5 - extinct or near extinct","Agriculture",154.036804199219,2.23087841707936,57.2178822967358,57.55,0.372318267822266,0.864517211914062,2.90447998046875
"280",8673,"Malenovo",913.58499817084,225.53189475784,482850.703005895,4712484.9561337,"Legacy verification","Burial Mound","Annual agriculture","Pasture","35","4","4 - seriously damaged","Looting",146.095489501953,0.600753386458587,63.9997457749774,68.23,-0.0165882110595703,0.396066665649414,1.55389404296875
"281",8674,"Malenovo",866.725177222746,224.826127413717,482809.736333416,4712459.70303994,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture","34","1.8","3 - damaged","Agriculture",147,0.648833450774491,351.283590504204,18.28,0.248481750488281,0.248481750488281,0.770339965820312
"282",9969,"Straldzha",4855.63098806881,275.053470283897,479517.735266264,4715726.93956047,"Legacy verification","Burial Mound","Perennial agriculture","Pasture","50","3","4 - seriously damaged","Road cut",155.187271118164,3.91917129769093,328.912371317423,64,1.54764366149902,2.0131778717041,6.45442199707031
"283",9970,"Straldzha",5615.42351094247,272.193231494846,480292.288367183,4715939.74876202,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","60","3","3 - damaged","Agriculture",141.982879638672,4.9084717271811,18.7516451056421,55.2,-0.0430469512939453,2.01090049743652,6.55000305175781
"284",8675,"Palauzovo",2194.20466950418,224.604511265267,480583.194235085,4710381.70294773,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","20","0.7","4 - seriously damaged","Agriculture",153.872817993164,3.43186503550194,331.171746160738,70.61,-0.526071548461914,1.37636756896973,4.42739868164062
"285",9971,"Straldzha",5964.06669271299,271.878726161607,480641.839220271,4715959.12324017,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","40","1.4","3 - damaged","Agriculture",140.074005126953,2.43286737484205,185.889511353692,32.49,-0.660921096801758,1.05376625061035,3.57014465332031
"286",8677,"Palauzovo",3065.04251881116,196.697528000514,479923.049268387,4711755.29805426,"Legacy verification","Burial Mound","Pasture","Pasture","30","2","3 - damaged","Looting",154.343307495117,3.01091584331654,92.7424254768752,6.09,-0.28352165222168,1.07843971252441,3.49861145019531
"287",9972,"Straldzha",6388.81413645712,270.253738494526,481069.729953822,4716126.35645802,"Survey","Surface Scatter","Annual agriculture","Annual agriculture","250","0","0 - No observation","No observation",157.461135864258,7.94974542338719,337.313736560455,47.31,-0.0958366394042969,3.28726577758789,10.5358276367188
"288",8678,"Palauzovo",2880.75776783434,206.428230439996,480324.561175032,4711399.19057143,"Legacy verification","Burial Mound","Pasture","Pasture","40","3","3 - damaged","Looting",164.770782470703,0.462648212675407,190.171214360171,45.82,1.57612228393555,1.57612228393555,3.86502075195312
"289",8679,"Palauzovo",2860.73566554567,208.683866796088,480415.48959424,4711329.16342833,"Legacy verification","Burial Mound","Pasture","Pasture","28","1.5","4 - seriously damaged","Looting",162.752975463867,2.23157358618217,35.0433388666025,16.73,0.0724105834960938,0.986019134521484,3.46766662597656
"290",9973,"Straldzha",6696.41508054864,269.010842838844,481376.395647567,4716270.25118732,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture","50","5","3 - damaged","Agriculture",141,2.80973879301428,15.918678457345,35.74,-0.786954879760742,1.26766395568848,3.65135192871094
"291",8681,"Palauzovo",2900.58874001521,208.738996919006,480437.065939132,4711362.78501781,"Legacy verification","Burial Mound","Pasture","Pasture","37","2","4 - seriously damaged","Looting",160.297317504883,4.8203348796359,16.0622637978691,18.25,0.201667785644531,1.94643402099609,5.708251953125
"292",9974,"Straldzha",6774.71488676468,269.307388525926,481455.19837105,4716236.54282466,"Legacy verification","Burial Mound","Annual agriculture","Pasture","48","7","3 - damaged","Looting",145.572326660156,5.84026211281943,328.259675637605,54.68,0.21198844909668,2.3752384185791,7.27693176269531
